# mass(g) temperature(K) clouds reduced_chi_squared
5.373e+29 1700 None 3.18344049356906
5.373e+29 1800 None 3.436920036179909
5.373e+29 1900 None 3.7374437004133614
5.373e+29 2000 None 4.096736035767105
5.970000000000001e+28 300 0.001 13.055091605632681
5.970000000000001e+28 400 0.001 7.6940755813533315
5.970000000000001e+28 500 0.001 19.9869672925817
5.970000000000001e+28 600 0.001 108.56208779410224
5.970000000000001e+28 700 0.001 432.04148336569455
5.970000000000001e+28 800 0.001 1420.9133059201229
5.970000000000001e+28 900 0.001 4397.823556811566
5.970000000000001e+28 1000 0.001 14701.26838644906
5.970000000000001e+28 1100 0.001 64421.436324544346
5.970000000000001e+28 1200 0.001 612928.9347394456
5.970000000000001e+28 1300 0.001 138191143.00731894
5.970000000000001e+28 1400 0.001 31239757919.561245
5.970000000000001e+28 1500 0.001 8210189276.813271
5.970000000000001e+28 1600 0.001 46484865072.206764
5.970000000000001e+28 1700 0.001 16761475888.019495
5.970000000000001e+28 1800 0.001 1659327312.9101706
5.970000000000001e+28 1900 0.001 2626142228.8300934
5.970000000000001e+28 2000 0.001 1082537617.9092047
1.1940000000000002e+29 300 0.001 18.109043891130618
1.1940000000000002e+29 400 0.001 13.686707568931368
1.1940000000000002e+29 500 0.001 8.29865643468371
1.1940000000000002e+29 600 0.001 5.124921485193479
1.1940000000000002e+29 700 0.001 10.095139204533645
1.1940000000000002e+29 800 0.001 31.283960709061088
1.1940000000000002e+29 900 0.001 76.95508844248131
1.1940000000000002e+29 1000 0.001 159.92071617977462
1.1940000000000002e+29 1100 0.001 292.67499377196106
1.1940000000000002e+29 1200 0.001 494.6591201133221
1.1940000000000002e+29 1300 0.001 791.7732654836037
1.1940000000000002e+29 1400 0.001 1227.2298303574753
1.1940000000000002e+29 1500 0.001 1865.3407153331593
1.1940000000000002e+29 1600 0.001 2821.794451281878
1.1940000000000002e+29 1700 0.001 50
1.1940000000000002e+29 1800 0.001 50
1.1940000000000002e+29 1900 0.001 50
1.1940000000000002e+29 2000 0.001 50
1.791e+29 300 0.001 19.82734721721096
1.791e+29 400 0.001 16.917644603756326
1.791e+29 500 0.001 12.777540432472641
1.791e+29 600 0.001 8.191673617134711
1.791e+29 700 0.001 4.7655602396108145
1.791e+29 800 0.001 4.50085201145884
1.791e+29 900 0.001 9.305695798804486
1.791e+29 1000 0.001 20.919124749618287
1.791e+29 1100 0.001 39.79569862156858
1.791e+29 1200 0.001 67.59682884302988
1.791e+29 1300 0.001 50
1.791e+29 1400 0.001 50
1.791e+29 1500 0.001 50
1.791e+29 1600 0.001 50
1.791e+29 1700 0.001 50
1.791e+29 1800 0.001 50
1.791e+29 1900 0.001 50
1.791e+29 2000 0.001 50
2.3880000000000004e+29 300 0.001 20.64609411234176
2.3880000000000004e+29 400 0.001 18.529399923068866
2.3880000000000004e+29 500 0.001 15.379223029053643
2.3880000000000004e+29 600 0.001 11.488910708928795
2.3880000000000004e+29 700 0.001 7.594276374275825
2.3880000000000004e+29 800 0.001 4.6244754737949965
2.3880000000000004e+29 900 0.001 3.4323050070553363
2.3880000000000004e+29 1000 0.001 4.672527144346355
2.3880000000000004e+29 1100 0.001 8.730663340586847
2.3880000000000004e+29 1200 0.001 15.811323219884507
2.3880000000000004e+29 1300 0.001 25.617599873853298
2.3880000000000004e+29 1400 0.001 37.98439071821721
2.3880000000000004e+29 1500 0.001 52.986731757372056
2.3880000000000004e+29 1600 0.001 50
2.3880000000000004e+29 1700 0.001 50
2.3880000000000004e+29 1800 0.001 50
2.3880000000000004e+29 1900 0.001 50
2.3880000000000004e+29 2000 0.001 50
2.9850000000000003e+29 300 0.001 21.117176287063405
2.9850000000000003e+29 400 0.001 19.471822018600218
2.9850000000000003e+29 500 0.001 16.971040569654694
2.9850000000000003e+29 600 0.001 13.743722383245096
2.9850000000000003e+29 700 0.001 10.216069464609344
2.9850000000000003e+29 800 0.001 6.950529046263355
2.9850000000000003e+29 900 0.001 4.470082793283028
2.9850000000000003e+29 1000 0.001 3.1477663641242777
2.9850000000000003e+29 1100 0.001 3.227526838088203
2.9850000000000003e+29 1200 0.001 4.800202361472564
2.9850000000000003e+29 1300 0.001 7.766456995158116
2.9850000000000003e+29 1400 0.001 12.039814578430969
2.9850000000000003e+29 1500 0.001 17.44333627095439
2.9850000000000003e+29 1600 0.001 23.650470085957874
2.9850000000000003e+29 1700 0.001 30.495103335782566
2.9850000000000003e+29 1800 0.001 38.060112529636854
2.9850000000000003e+29 1900 0.001 46.26722570531226
2.9850000000000003e+29 2000 0.001 55.16524547716464
3.582e+29 300 0.001 21.42049137430634
3.582e+29 400 0.001 20.083647313443734
3.582e+29 500 0.001 18.02678831735484
3.582e+29 600 0.001 15.308787158510738
3.582e+29 700 0.001 12.210648547494719
3.582e+29 800 0.001 9.122737011293747
3.582e+29 900 0.001 6.417347403491832
3.582e+29 1000 0.001 4.352908835059574
3.582e+29 1100 0.001 3.123860775189035
3.582e+29 1200 0.001 2.799949146575201
3.582e+29 1300 0.001 3.311571149975978
3.582e+29 1400 0.001 4.609920740547413
3.582e+29 1500 0.001 6.581941044152424
3.582e+29 1600 0.001 9.088265456916519
3.582e+29 1700 0.001 12.03520846186946
3.582e+29 1800 0.001 15.33104744319016
3.582e+29 1900 0.001 18.86475682052826
3.582e+29 2000 0.001 22.504828662065016
4.1790000000000005e+29 300 0.001 21.63087724077736
4.1790000000000005e+29 400 0.001 20.510201964604367
4.1790000000000005e+29 500 0.001 18.77203660596418
4.1790000000000005e+29 600 0.001 16.440960302969145
4.1790000000000005e+29 700 0.001 13.717922419749545
4.1790000000000005e+29 800 0.001 10.896613276519458
4.1790000000000005e+29 900 0.001 8.264519924194502
4.1790000000000005e+29 1000 0.001 6.019751390506763
4.1790000000000005e+29 1100 0.001 4.329865485431663
4.1790000000000005e+29 1200 0.001 3.258803534406272
4.1790000000000005e+29 1300 0.001 2.7605134638456987
4.1790000000000005e+29 1400 0.001 2.8144578384685297
4.1790000000000005e+29 1500 0.001 3.3494789969792387
4.1790000000000005e+29 1600 0.001 4.263356136468776
4.1790000000000005e+29 1700 0.001 5.486775138723131
4.1790000000000005e+29 1800 0.001 6.944232370552355
4.1790000000000005e+29 1900 0.001 8.558301402332669
4.1790000000000005e+29 2000 0.001 10.316162330283905
4.776000000000001e+29 300 0.001 21.784728966827796
4.776000000000001e+29 400 0.001 20.82324958296528
4.776000000000001e+29 500 0.001 19.323446040747783
4.776000000000001e+29 600 0.001 17.291551733576167
4.776000000000001e+29 700 0.001 14.879439527719839
4.776000000000001e+29 800 0.001 12.319928139396119
4.776000000000001e+29 900 0.001 9.846359389871392
4.776000000000001e+29 1000 0.001 7.619673554778702
4.776000000000001e+29 1100 0.001 5.788875104603659
4.776000000000001e+29 1200 0.001 4.414817910240739
4.776000000000001e+29 1300 0.001 3.4672392029751524
4.776000000000001e+29 1400 0.001 2.9436419935958082
4.776000000000001e+29 1500 0.001 2.799004815041889
4.776000000000001e+29 1600 0.001 2.956712604408276
4.776000000000001e+29 1700 0.001 3.365158333814735
4.776000000000001e+29 1800 0.001 3.964093875781801
4.776000000000001e+29 1900 0.001 4.697881710510102
4.776000000000001e+29 2000 0.001 5.541380333733002
5.373e+29 300 0.001 21.901771295057582
5.373e+29 400 0.001 21.062039381497158
5.373e+29 500 0.001 19.746496192882045
5.373e+29 600 0.001 17.95099049041835
5.373e+29 700 0.001 15.79497923384031
5.373e+29 800 0.001 13.469851943992383
5.373e+29 900 0.001 11.17142190869024
5.373e+29 1000 0.001 9.035294145311436
5.373e+29 1100 0.001 7.196131655936076
5.373e+29 1200 0.001 5.71207487306987
5.373e+29 1300 0.001 4.5633134713291
5.373e+29 1400 0.001 3.7586116731408175
5.373e+29 1500 0.001 3.2695857991526664
5.373e+29 1600 0.001 3.0372602277576184
5.373e+29 1700 0.001 3.022429404080795
5.373e+29 1800 0.001 3.1767597419761358
5.373e+29 1900 0.001 3.4589547987227407
5.373e+29 2000 0.001 3.839861810520429
5.970000000000001e+28 300 0.005 10.205859229782025
5.970000000000001e+28 400 0.005 11.572013187138868
5.970000000000001e+28 500 0.005 46.00336167532716
5.970000000000001e+28 600 0.005 188.16612363916772
5.970000000000001e+28 700 0.005 615.2880096239967
5.970000000000001e+28 800 0.005 50
5.970000000000001e+28 900 0.005 50
5.970000000000001e+28 1000 0.005 50
5.970000000000001e+28 1100 0.005 50
5.970000000000001e+28 1200 0.005 50
5.970000000000001e+28 1300 0.005 50
5.970000000000001e+28 1400 0.005 50
5.970000000000001e+28 1500 0.005 50
5.970000000000001e+28 1600 0.005 50
5.970000000000001e+28 1700 0.005 50
5.970000000000001e+28 1800 0.005 50
5.970000000000001e+28 1900 0.005 50
5.970000000000001e+28 2000 0.005 50
1.1940000000000002e+29 300 0.005 14.500839243097163
1.1940000000000002e+29 400 0.005 9.260542738954305
1.1940000000000002e+29 500 0.005 4.999811917789297
1.1940000000000002e+29 600 0.005 6.686021415988995
1.1940000000000002e+29 700 0.005 21.407013949181945
1.1940000000000002e+29 800 0.005 56.51979091778302
1.1940000000000002e+29 900 0.005 121.47165614882967
1.1940000000000002e+29 1000 0.005 50
1.1940000000000002e+29 1100 0.005 50
1.1940000000000002e+29 1200 0.005 50
1.1940000000000002e+29 1300 0.005 50
1.1940000000000002e+29 1400 0.005 50
1.1940000000000002e+29 1500 0.005 50
1.1940000000000002e+29 1600 0.005 50
1.1940000000000002e+29 1700 0.005 50
1.1940000000000002e+29 1800 0.005 50
1.1940000000000002e+29 1900 0.005 50
1.1940000000000002e+29 2000 0.005 50
1.791e+29 300 0.005 17.13817420229443
1.791e+29 400 0.005 13.129099419107149
1.791e+29 500 0.005 8.432138768962886
1.791e+29 600 0.005 4.518611654965567
1.791e+29 700 0.005 3.5123280648832704
1.791e+29 800 0.005 7.562598100401267
1.791e+29 900 0.005 18.218435902648263
1.791e+29 1000 0.005 35.75599821757035
1.791e+29 1100 0.005 60.78191116638011
1.791e+29 1200 0.005 50
1.791e+29 1300 0.005 50
1.791e+29 1400 0.005 50
1.791e+29 1500 0.005 50
1.791e+29 1600 0.005 50
1.791e+29 1700 0.005 50
1.791e+29 1800 0.005 50
1.791e+29 1900 0.005 50
1.791e+29 2000 0.005 50
2.3880000000000004e+29 300 0.005 18.56310288873366
2.3880000000000004e+29 400 0.005 15.461919019051683
2.3880000000000004e+29 500 0.005 11.506444759183411
2.3880000000000004e+29 600 0.005 7.366643756121313
2.3880000000000004e+29 700 0.005 4.09479360626127
2.3880000000000004e+29 800 0.005 2.754485009885449
2.3880000000000004e+29 900 0.005 4.081983638904789
2.3880000000000004e+29 1000 0.005 8.400251321741942
2.3880000000000004e+29 1100 0.005 15.539261500430818
2.3880000000000004e+29 1200 0.005 25.059568907633366
2.3880000000000004e+29 1300 0.005 36.35097079418498
2.3880000000000004e+29 1400 0.005 49.442969757629385
2.3880000000000004e+29 1500 0.005 64.14369506378914
2.3880000000000004e+29 1600 0.005 50
2.3880000000000004e+29 1700 0.005 50
2.3880000000000004e+29 1800 0.005 50
2.3880000000000004e+29 1900 0.005 50
2.3880000000000004e+29 2000 0.005 50
2.9850000000000003e+29 300 0.005 19.43414677262421
2.9850000000000003e+29 400 0.005 16.938342639961018
2.9850000000000003e+29 500 0.005 13.632854254285686
2.9850000000000003e+29 600 0.005 9.890343595664195
2.9850000000000003e+29 700 0.005 6.362625318155249
2.9850000000000003e+29 800 0.005 3.7340248502219433
2.9850000000000003e+29 900 0.005 2.50101161430685
2.9850000000000003e+29 1000 0.005 2.8741297897166653
2.9850000000000003e+29 1100 0.005 4.783396412161756
2.9850000000000003e+29 1200 0.005 8.025882749072123
2.9850000000000003e+29 1300 0.005 12.278845964621937
2.9850000000000003e+29 1400 0.005 17.274536364722444
2.9850000000000003e+29 1500 0.005 22.830678532258325
2.9850000000000003e+29 1600 0.005 28.575339271553215
2.9850000000000003e+29 1700 0.005 34.80627689445458
2.9850000000000003e+29 1800 0.005 41.583885209423606
2.9850000000000003e+29 1900 0.005 48.96876601125084
2.9850000000000003e+29 2000 0.005 57.130741042638874
3.582e+29 300 0.005 20.01609995173487
3.582e+29 400 0.005 17.941429471916567
3.582e+29 500 0.005 15.134284045219317
3.582e+29 600 0.005 11.827033841587488
3.582e+29 700 0.005 8.474811180404568
3.582e+29 800 0.005 5.5773235090884405
3.582e+29 900 0.005 3.518828071433426
3.582e+29 1000 0.005 2.4740686581685782
3.582e+29 1100 0.005 2.441510817925678
3.582e+29 1200 0.005 3.299847528964893
3.582e+29 1300 0.005 4.818819045118838
3.582e+29 1400 0.005 6.816272545965204
3.582e+29 1500 0.005 9.14385352895894
3.582e+29 1600 0.005 11.682229123490158
3.582e+29 1700 0.005 14.42194913701419
3.582e+29 1800 0.005 17.364937376401862
3.582e+29 1900 0.005 20.481069130236975
3.582e+29 2000 0.005 23.705375546816587
4.1790000000000005e+29 300 0.005 20.430150121276867
4.1790000000000005e+29 400 0.005 18.662186222408774
4.1790000000000005e+29 500 0.005 16.236514138693476
4.1790000000000005e+29 600 0.005 13.308990990897946
4.1790000000000005e+29 700 0.005 10.22161115483016
4.1790000000000005e+29 800 0.005 7.366103698387558
4.1790000000000005e+29 900 0.005 5.059613184853313
4.1790000000000005e+29 1000 0.005 3.4578570551114676
4.1790000000000005e+29 1100 0.005 2.5980452615610914
4.1790000000000005e+29 1200 0.005 2.411234207617105
4.1790000000000005e+29 1300 0.005 2.728649738372079
4.1790000000000005e+29 1400 0.005 3.427351710756527
4.1790000000000005e+29 1500 0.005 4.387080752869026
4.1790000000000005e+29 1600 0.005 5.503533051267054
4.1790000000000005e+29 1700 0.005 6.745306419134665
4.1790000000000005e+29 1800 0.005 8.092932778643899
4.1790000000000005e+29 1900 0.005 9.519663109617143
4.1790000000000005e+29 2000 0.005 11.072822394830842
4.776000000000001e+29 300 0.005 20.738692227817083
4.776000000000001e+29 400 0.005 19.20279828775645
4.776000000000001e+29 500 0.005 17.074655154932138
4.776000000000001e+29 600 0.005 14.464154570562588
4.776000000000001e+29 700 0.005 11.64121456157987
4.776000000000001e+29 800 0.005 8.92689954341352
4.776000000000001e+29 900 0.005 6.592468198379069
4.776000000000001e+29 1000 0.005 4.779879505987693
4.776000000000001e+29 1100 0.005 3.5476600748036637
4.776000000000001e+29 1200 0.005 2.859877037837801
4.776000000000001e+29 1300 0.005 2.5886580934916497
4.776000000000001e+29 1400 0.005 2.6505028499784586
4.776000000000001e+29 1500 0.005 2.946657977428951
4.776000000000001e+29 1600 0.005 3.387602554407564
4.776000000000001e+29 1700 0.005 3.934450564085706
4.776000000000001e+29 1800 0.005 4.560011046399175
4.776000000000001e+29 1900 0.005 5.241031650612037
4.776000000000001e+29 2000 0.005 5.996853413816815
5.373e+29 300 0.005 20.97687889339408
5.373e+29 400 0.005 19.62208918264207
5.373e+29 500 0.005 17.73093261472845
5.373e+29 600 0.005 15.383711808741175
5.373e+29 700 0.005 12.80104935549395
5.373e+29 800 0.005 10.254201145456252
5.373e+29 900 0.005 7.980514658050814
5.373e+29 1000 0.005 6.110622130981117
5.373e+29 1100 0.005 4.714511034019358
5.373e+29 1200 0.005 3.777437818244094
5.373e+29 1300 0.005 3.1996604795762775
5.373e+29 1400 0.005 2.924435744209431
5.373e+29 1500 0.005 2.8691737767789696
5.373e+29 1600 0.005 2.956659704055099
5.373e+29 1700 0.005 3.146020559592232
5.373e+29 1800 0.005 3.407200601571254
5.373e+29 1900 0.005 3.7194821503795423
5.373e+29 2000 0.005 4.087113509529077
5.970000000000001e+28 300 0.0025 11.060378686865713
5.970000000000001e+28 400 0.0025 8.825072233927333
5.970000000000001e+28 500 0.0025 33.27854488085902
5.970000000000001e+28 600 0.0025 152.42157289064946
5.970000000000001e+28 700 0.0025 537.7200509270617
5.970000000000001e+28 800 0.0025 1638.5509412406445
5.970000000000001e+28 900 0.0025 50
5.970000000000001e+28 1000 0.0025 50
5.970000000000001e+28 1100 0.0025 50
5.970000000000001e+28 1200 0.0025 50
5.970000000000001e+28 1300 0.0025 50
5.970000000000001e+28 1400 0.0025 50
5.970000000000001e+28 1500 0.0025 50
5.970000000000001e+28 1600 0.0025 50
5.970000000000001e+28 1700 0.0025 50
5.970000000000001e+28 1800 0.0025 50
5.970000000000001e+28 1900 0.0025 50
5.970000000000001e+28 2000 0.0025 50
1.1940000000000002e+29 300 0.0025 16.167258883185177
1.1940000000000002e+29 400 0.0025 11.190494480920762
1.1940000000000002e+29 500 0.0025 6.19278321380293
1.1940000000000002e+29 600 0.0025 5.440036342249807
1.1940000000000002e+29 700 0.0025 15.81155891023811
1.1940000000000002e+29 800 0.0025 45.08004455280078
1.1940000000000002e+29 900 0.0025 102.64110433878017
1.1940000000000002e+29 1000 0.0025 198.75668611893548
1.1940000000000002e+29 1100 0.0025 50
1.1940000000000002e+29 1200 0.0025 50
1.1940000000000002e+29 1300 0.0025 50
1.1940000000000002e+29 1400 0.0025 50
1.1940000000000002e+29 1500 0.0025 50
1.1940000000000002e+29 1600 0.0025 50
1.1940000000000002e+29 1700 0.0025 50
1.1940000000000002e+29 1800 0.0025 50
1.1940000000000002e+29 1900 0.0025 50
1.1940000000000002e+29 2000 0.0025 50
1.791e+29 300 0.0025 18.430891181788855
1.791e+29 400 0.0025 14.891186672152108
1.791e+29 500 0.0025 10.338822669772153
1.791e+29 600 0.0025 5.957793901223173
1.791e+29 700 0.0025 3.719956826644607
1.791e+29 800 0.0025 5.809191856096608
1.791e+29 900 0.0025 14.032597945876402
1.791e+29 1000 0.0025 29.433426908514573
1.791e+29 1100 0.0025 52.39286784873604
1.791e+29 1200 0.0025 50
1.791e+29 1300 0.0025 50
1.791e+29 1400 0.0025 50
1.791e+29 1500 0.0025 50
1.791e+29 1600 0.0025 50
1.791e+29 1700 0.0025 50
1.791e+29 1800 0.0025 50
1.791e+29 1900 0.0025 50
1.791e+29 2000 0.0025 50
2.3880000000000004e+29 300 0.0025 19.582241827271737
2.3880000000000004e+29 400 0.0025 16.92191875051182
2.3880000000000004e+29 500 0.0025 13.27055324403272
2.3880000000000004e+29 600 0.0025 9.13307288786876
2.3880000000000004e+29 700 0.0025 5.4580435510324
2.3880000000000004e+29 800 0.0025 3.300621344471169
2.3880000000000004e+29 900 0.0025 3.499055832438907
2.3880000000000004e+29 1000 0.0025 6.568159411340598
2.3880000000000004e+29 1100 0.0025 12.599870021522182
2.3880000000000004e+29 1200 0.0025 21.496344208934214
2.3880000000000004e+29 1300 0.0025 32.45797826848465
2.3880000000000004e+29 1400 0.0025 45.672585026122256
2.3880000000000004e+29 1500 0.0025 60.86198543116229
2.3880000000000004e+29 1600 0.0025 50
2.3880000000000004e+29 1700 0.0025 50
2.3880000000000004e+29 1800 0.0025 50
2.3880000000000004e+29 1900 0.0025 50
2.3880000000000004e+29 2000 0.0025 50
2.9850000000000003e+29 300 0.0025 20.266412801708068
2.9850000000000003e+29 400 0.0025 18.15978023994335
2.9850000000000003e+29 500 0.0025 15.180955461175094
2.9850000000000003e+29 600 0.0025 11.591912151833201
2.9850000000000003e+29 700 0.0025 7.965003646195647
2.9850000000000003e+29 800 0.0025 4.961630909580394
2.9850000000000003e+29 900 0.0025 3.120839943668536
2.9850000000000003e+29 1000 0.0025 2.755191098989007
2.9850000000000003e+29 1100 0.0025 3.9485434810280946
2.9850000000000003e+29 1200 0.0025 6.622295425882469
2.9850000000000003e+29 1300 0.0025 10.530585023785871
2.9850000000000003e+29 1400 0.0025 15.451722421667068
2.9850000000000003e+29 1500 0.0025 21.159646946878667
2.9850000000000003e+29 1600 0.0025 27.22393328704402
2.9850000000000003e+29 1700 0.0025 33.78321795131909
2.9850000000000003e+29 1800 0.0025 40.878650885826836
2.9850000000000003e+29 1900 0.0025 48.52732208062786
2.9850000000000003e+29 2000 0.0025 56.87464096518297
3.582e+29 300 0.0025 20.715766377759053
3.582e+29 400 0.0025 18.983133765174824
3.582e+29 500 0.0025 16.490691949691506
3.582e+29 600 0.0025 13.3897211214042
3.582e+29 700 0.0025 10.070999594841782
3.582e+29 800 0.0025 7.006635354768641
3.582e+29 900 0.0025 4.59658380453646
3.582e+29 1000 0.0025 3.0743751527035412
3.582e+29 1100 0.0025 2.538043354763646
3.582e+29 1200 0.0025 2.9514071888647266
3.582e+29 1300 0.0025 4.144766039142607
3.582e+29 1400 0.0025 5.9795090818893035
3.582e+29 1500 0.0025 8.292346835751196
3.582e+29 1600 0.0025 10.928627736505495
