# mass(g) temperature(K) clouds reduced_chi_squared
4.776e+28 1700 0.001 2266.637568023969
4.776e+28 1800 0.001 98233184.64502828
4.776e+28 1900 0.001 702242.0606273502
4.776e+28 2000 0.001 4039171.95218088
5.970000000000001e+28 300 0.001 1668.9486796905244
5.970000000000001e+28 400 0.001 1506.4387092011466
5.970000000000001e+28 500 0.001 1220.283205716874
5.970000000000001e+28 600 0.001 798.7026844313291
5.970000000000001e+28 700 0.001 310.8617053499213
5.970000000000001e+28 800 0.001 24.944209705419503
5.970000000000001e+28 900 0.001 899.9639517880402
5.970000000000001e+28 1000 0.001 7250.423681227691
5.970000000000001e+28 1100 0.001 47814.14957226651
5.970000000000001e+28 1200 0.001 565239.9191423258
5.970000000000001e+28 1300 0.001 139315957.34585953
5.970000000000001e+28 1400 0.001 31611271476.637333
5.970000000000001e+28 1500 0.001 8303025603.768669
5.970000000000001e+28 1600 0.001 47030399999.84608
5.970000000000001e+28 1700 0.001 16957410911.897509
5.970000000000001e+28 1800 0.001 1677278391.1918874
5.970000000000001e+28 1900 0.001 2657719950.165732
5.970000000000001e+28 2000 0.001 1095746680.8987794
7.1640000000000006e+28 300 0.001 1696.8031371750485
7.1640000000000006e+28 400 0.001 1575.1515099768678
7.1640000000000006e+28 500 0.001 1364.9825433476637
7.1640000000000006e+28 600 0.001 1055.5331505704528
7.1640000000000006e+28 700 0.001 670.393319620829
7.1640000000000006e+28 800 0.001 277.1865112166722
7.1640000000000006e+28 900 0.001 34.48661325354798
7.1640000000000006e+28 1000 0.001 330.57061422493996
7.1640000000000006e+28 1100 0.001 2282.3531975360006
7.1640000000000006e+28 1200 0.001 9958.510913167644
7.1640000000000006e+28 1300 0.001 42784.82652806585
7.1640000000000006e+28 1400 0.001 256946.07609928242
7.1640000000000006e+28 1500 0.001 4681367.559512914
7.1640000000000006e+28 1600 0.001 166657683012.5734
7.1640000000000006e+28 1700 0.001 5571093855.479385
7.1640000000000006e+28 1800 0.001 8816361816.219364
7.1640000000000006e+28 1900 0.001 2995427432.5008507
7.1640000000000006e+28 2000 0.001 21553851931.782093
8.358e+28 300 0.001 1714.8879272946913
8.358e+28 400 0.001 1618.4537450956518
8.358e+28 500 0.001 1454.0824267628473
8.358e+28 600 0.001 1213.67254335901
8.358e+28 700 0.001 910.4402869739442
8.358e+28 800 0.001 575.4842200844579
8.358e+28 900 0.001 263.6939164279728
8.358e+28 1000 0.001 66.22835136699635
8.358e+28 1100 0.001 168.4550456213875
8.358e+28 1200 0.001 983.3015228927629
8.358e+28 1300 0.001 3605.377422046313
8.358e+28 1400 0.001 11426.173573830265
8.358e+28 1500 0.001 37275.71254636208
8.358e+28 1600 0.001 151182.81739879766
8.358e+28 1700 0.001 1086362.3654088317
8.358e+28 1800 0.001 46309687.88230366
8.358e+28 1900 0.001 308154456917.41595
8.358e+28 2000 0.001 107355251712.99547
9.552e+28 300 0.001 1727.509512696479
9.552e+28 400 0.001 1648.0567134807495
9.552e+28 500 0.001 1513.9464791151045
9.552e+28 600 0.001 1319.0659908300331
9.552e+28 700 0.001 1072.8812022853954
9.552e+28 800 0.001 795.094049187663
9.552e+28 900 0.001 514.7949892602824
9.552e+28 1000 0.001 266.3418633019639
9.552e+28 1100 0.001 106.47091036028735
9.552e+28 1200 0.001 129.47669755074295
9.552e+28 1300 0.001 514.5952910420165
9.552e+28 1400 0.001 1663.5287327739172
9.552e+28 1500 0.001 4531.7523692181785
9.552e+28 1600 0.001 11746.977290086885
9.552e+28 1700 0.001 31721.80936204129
9.552e+28 1800 0.001 99645.57767974204
9.552e+28 1900 0.001 440411.8957054035
9.552e+28 2000 0.001 4498074.025013016
1.0746000000000001e+29 300 0.001 1736.783400997784
1.0746000000000001e+29 400 0.001 1669.4819240044974
1.0746000000000001e+29 500 0.001 1556.7082581809182
1.0746000000000001e+29 600 0.001 1393.7231541948265
1.0746000000000001e+29 700 0.001 1188.1290567089677
1.0746000000000001e+29 800 0.001 954.630913638451
1.0746000000000001e+29 900 0.001 712.7918379176538
1.0746000000000001e+29 1000 0.001 480.48321116445254
1.0746000000000001e+29 1100 0.001 283.0118460381132
1.0746000000000001e+29 1200 0.001 151.57241591974372
1.0746000000000001e+29 1300 0.001 138.18914426605693
1.0746000000000001e+29 1400 0.001 328.49029336168286
1.0746000000000001e+29 1500 0.001 892.1682531834549
1.0746000000000001e+29 1600 0.001 2185.076413041341
1.0746000000000001e+29 1700 0.001 4999.541604298655
1.0746000000000001e+29 1800 0.001 11299.510384841915
1.0746000000000001e+29 1900 0.001 26568.409564741014
1.0746000000000001e+29 2000 0.001 69895.5147078012
1.1940000000000002e+29 300 0.001 1743.86523747942
1.1940000000000002e+29 400 0.001 1685.6563191887317
1.1940000000000002e+29 500 0.001 1588.663691503838
1.1940000000000002e+29 600 0.001 1449.1065364797912
1.1940000000000002e+29 700 0.001 1273.442217012027
1.1940000000000002e+29 800 0.001 1073.6188166689753
1.1940000000000002e+29 900 0.001 864.6034316546616
1.1940000000000002e+29 1000 0.001 657.91404767667
1.1940000000000002e+29 1100 0.001 468.34556791974694
1.1940000000000002e+29 1200 0.001 309.29212451380874
1.1940000000000002e+29 1300 0.001 199.89297070356923
1.1940000000000002e+29 1400 0.001 168.02848501955089
1.1940000000000002e+29 1500 0.001 258.85063659834617
1.1940000000000002e+29 1600 0.001 551.2699632895602
1.1940000000000002e+29 1700 0.001 1200.0613264957292
1.1940000000000002e+29 1800 0.001 2509.892229807204
1.1940000000000002e+29 1900 0.001 5103.7038470213165
1.1940000000000002e+29 2000 0.001 10433.816397447985
1.194e+28 300 0.005 102934309.94349389
1.194e+28 400 0.005 1621342401.1315978
1.194e+28 500 0.005 1480897940.0805721
1.194e+28 600 0.005 43620086503.37607
1.194e+28 700 0.005 1404151769.9374986
1.194e+28 800 0.005 214591697.07872397
1.194e+28 900 0.005 223881298.0803882
1.194e+28 1000 0.005 15827167.661888905
1.194e+28 1100 0.005 2340247.421569495
1.194e+28 1200 0.005 153504.07197248223
1.194e+28 1300 0.005 13199.060570766515
1.194e+28 1400 0.005 1897.835874272992
1.194e+28 1500 0.005 1792.2020406778154
1.194e+28 1600 0.005 1791.752046053756
1.194e+28 1700 0.005 1792.2425706255488
1.194e+28 1800 0.005 1792.3986959857314
1.194e+28 1900 0.005 1792.3986933503204
1.194e+28 2000 0.005 1792.3986959923195
2.388e+28 300 0.005 1034.248676901575
2.388e+28 400 0.005 459.8137774807754
2.388e+28 500 0.005 387039.5240765615
2.388e+28 600 0.005 1280458194.6775496
2.388e+28 700 0.005 9558807790227.166
2.388e+28 800 0.005 9774390461.059362
2.388e+28 900 0.005 448276862.6211595
2.388e+28 1000 0.005 2528680459.3346896
2.388e+28 1100 0.005 609886209.952009
2.388e+28 1200 0.005 1173351013.6434991
2.388e+28 1300 0.005 46125542.801691465
2.388e+28 1400 0.005 6366261.306196839
2.388e+28 1500 0.005 469086.8727624792
2.388e+28 1600 0.005 16154.376737291028
2.388e+28 1700 0.005 1735.2863262153517
2.388e+28 1800 0.005 1792.2533818912846
2.388e+28 1900 0.005 1792.3918518959724
2.388e+28 2000 0.005 1792.3983124080032
3.5820000000000003e+28 300 0.005 1371.3448206563958
3.5820000000000003e+28 400 0.005 902.5255850234157
3.5820000000000003e+28 500 0.005 250.01880008215323
3.5820000000000003e+28 600 0.005 1467.141039732923
3.5820000000000003e+28 700 0.005 72754.58851042176
3.5820000000000003e+28 800 0.005 53493014098.37107
3.5820000000000003e+28 900 0.005 4117545631.1843305
3.5820000000000003e+28 1000 0.005 32551431494.851254
3.5820000000000003e+28 1100 0.005 945058428.5902623
3.5820000000000003e+28 1200 0.005 10365084984.015982
3.5820000000000003e+28 1300 0.005 7041662007.210319
3.5820000000000003e+28 1400 0.005 504310337.30769885
3.5820000000000003e+28 1500 0.005 367043351.2787024
3.5820000000000003e+28 1600 0.005 60646420.691879556
3.5820000000000003e+28 1700 0.005 6396080.155461896
3.5820000000000003e+28 1800 0.005 1966.4214146659713
3.5820000000000003e+28 1900 0.005 30353.983172948905
3.5820000000000003e+28 2000 0.005 1695.0086702054589
4.776e+28 300 0.005 1505.0246877483567
4.776e+28 400 0.005 1208.7687912984265
4.776e+28 500 0.005 750.5753572118053
4.776e+28 600 0.005 214.23168085525955
4.776e+28 700 0.005 205.96928604178865
4.776e+28 800 0.005 4540.377680769708
4.776e+28 900 0.005 55643.595216552305
4.776e+28 1000 0.005 2815831.1002315306
4.776e+28 1100 0.005 17775048294.910652
4.776e+28 1200 0.005 6785400047.554545
4.776e+28 1300 0.005 9255930067.698149
4.776e+28 1400 0.005 1828780377593.3904
4.776e+28 1500 0.005 776203695.4217753
4.776e+28 1600 0.005 4775805056.383044
4.776e+28 1700 0.005 2266.638458062488
4.776e+28 1800 0.005 98239562.20776671
4.776e+28 1900 0.005 702249.431113583
4.776e+28 2000 0.005 4039230.876341064
5.970000000000001e+28 300 0.005 1575.938899713776
5.970000000000001e+28 400 0.005 1362.627861032992
5.970000000000001e+28 500 0.005 1036.5207054946225
5.970000000000001e+28 600 0.005 611.5748277017177
5.970000000000001e+28 700 0.005 185.70906186563778
5.970000000000001e+28 800 0.005 57.34261882205296
5.970000000000001e+28 900 0.005 1213.564641999873
5.970000000000001e+28 1000 0.005 8053.958491997392
5.970000000000001e+28 1100 0.005 49572.92371212
5.970000000000001e+28 1200 0.005 569959.1866120733
5.970000000000001e+28 1300 0.005 139372360.36204767
5.970000000000001e+28 1400 0.005 31612082105.435238
5.970000000000001e+28 1500 0.005 8303331657.520788
5.970000000000001e+28 1600 0.005 47030953746.5709
5.970000000000001e+28 1700 0.005 16957612531.802006
5.970000000000001e+28 1800 0.005 1677310886.3378692
5.970000000000001e+28 1900 0.005 2657739338.038261
5.970000000000001e+28 2000 0.005 1095751040.301616
7.1640000000000006e+28 300 0.005 1619.6500656940568
7.1640000000000006e+28 400 0.005 1454.1658578033077
7.1640000000000006e+28 500 0.005 1204.446929375618
7.1640000000000006e+28 600 0.005 875.4384097105104
7.1640000000000006e+28 700 0.005 505.8631039057782
7.1640000000000006e+28 800 0.005 174.63216098819018
7.1640000000000006e+28 900 0.005 45.120087140092814
7.1640000000000006e+28 1000 0.005 500.1938745734105
7.1640000000000006e+28 1100 0.005 2659.4346625329404
7.1640000000000006e+28 1200 0.005 10598.523895353692
7.1640000000000006e+28 1300 0.005 43792.589828323646
7.1640000000000006e+28 1400 0.005 258663.7233936097
7.1640000000000006e+28 1500 0.005 4686072.494846525
7.1640000000000006e+28 1600 0.005 166658450770.09314
7.1640000000000006e+28 1700 0.005 5571174629.385299
7.1640000000000006e+28 1800 0.005 8816427190.271416
7.1640000000000006e+28 1900 0.005 2995448001.982951
7.1640000000000006e+28 2000 0.005 21553881429.63129
8.358e+28 300 0.005 1649.1814231725189
8.358e+28 400 0.005 1514.5910386172893
8.358e+28 500 0.005 1313.4761441850007
8.358e+28 600 0.005 1048.9013639868165
8.358e+28 700 0.005 744.2865261530145
8.358e+28 800 0.005 437.1732948896969
8.358e+28 900 0.005 183.07319131508052
8.358e+28 1000 0.005 69.41859047760951
8.358e+28 1100 0.005 268.52763493879763
8.358e+28 1200 0.005 1185.5279354842346
8.358e+28 1300 0.005 3905.8433210506946
8.358e+28 1400 0.005 11814.77895212186
8.358e+28 1500 0.005 37750.309905097776
8.358e+28 1600 0.005 151775.09267141717
8.358e+28 1700 0.005 1087275.2636900814
8.358e+28 1800 0.005 46312919.72779817
8.358e+28 1900 0.005 308154672867.6994
8.358e+28 2000 0.005 107355317590.21297
9.552e+28 300 0.005 1670.4118287256556
9.552e+28 400 0.005 1557.3350483245063
9.552e+28 500 0.005 1389.5817562992897
9.552e+28 600 0.005 1169.669486748347
9.552e+28 700 0.005 914.8379077273062
9.552e+28 800 0.005 649.4411707444538
9.552e+28 900 0.005 402.59381232633694
9.552e+28 1000 0.005 205.34616129221217
9.552e+28 1100 0.005 106.69431831975
9.552e+28 1200 0.005 190.9376943756052
9.552e+28 1300 0.005 629.4447633898199
9.552e+28 1400 0.005 1817.5869444890461
9.552e+28 1500 0.005 4708.433396419269
9.552e+28 1600 0.005 11931.101620650805
9.552e+28 1700 0.005 31905.575734725382
9.552e+28 1800 0.005 99827.24882303053
9.552e+28 1900 0.005 440609.4080342917
9.552e+28 2000 0.005 4498375.1088437
1.0746000000000001e+29 300 0.005 1686.3767449721418
1.0746000000000001e+29 400 0.005 1589.0997384586294
1.0746000000000001e+29 500 0.005 1445.5584013759906
1.0746000000000001e+29 600 0.005 1258.0365750500835
1.0746000000000001e+29 700 0.005 1040.4711098962007
1.0746000000000001e+29 800 0.005 811.3466034307521
1.0746000000000001e+29 900 0.005 590.2726412484394
1.0746000000000001e+29 1000 0.005 392.6190164172271
1.0746000000000001e+29 1100 0.005 237.8697001542383
1.0746000000000001e+29 1200 0.005 150.62566811410923
1.0746000000000001e+29 1300 0.005 175.7280808352936
1.0746000000000001e+29 1400 0.005 394.10806219949404
1.0746000000000001e+29 1500 0.005 973.553817073399
1.0746000000000001e+29 1600 0.005 2270.215178054938
1.0746000000000001e+29 1700 0.005 5080.1876254910385
1.0746000000000001e+29 1800 0.005 11370.091540060499
1.0746000000000001e+29 1900 0.005 26627.349677369264
1.0746000000000001e+29 2000 0.005 69943.70151661777
1.1940000000000002e+29 300 0.005 1698.798629267433
1.1940000000000002e+29 400 0.005 1613.593454925583
1.1940000000000002e+29 500 0.005 1488.375504209556
1.1940000000000002e+29 600 0.005 1325.2792484322035
1.1940000000000002e+29 700 0.005 1136.1385744832485
1.1940000000000002e+29 800 0.005 936.1650453717482
1.1940000000000002e+29 900 0.005 740.4939104787871
1.1940000000000002e+29 1000 0.005 558.7953880558399
1.1940000000000002e+29 1100 0.005 401.40441390237135
1.1940000000000002e+29 1200 0.005 276.65701356206426
1.1940000000000002e+29 1300 0.005 198.46086157264614
1.1940000000000002e+29 1400 0.005 190.64512783360718
1.1940000000000002e+29 1500 0.005 296.0891325939823
1.1940000000000002e+29 1600 0.005 594.0913637667278
1.1940000000000002e+29 1700 0.005 1242.1167002056013
1.1940000000000002e+29 1800 0.005 2546.598046853161
1.1940000000000002e+29 1900 0.005 5133.213393743035
1.1940000000000002e+29 2000 0.005 10456.0010684545
1.194e+28 300 0.0025 102856814.51831561
1.194e+28 400 0.0025 1620849336.2921653
1.194e+28 500 0.0025 1480189094.447333
1.194e+28 600 0.0025 43614839536.0512
1.194e+28 700 0.0025 1403059868.2412276
1.194e+28 800 0.0025 214153369.10215506
1.194e+28 900 0.0025 223542629.18636218
1.194e+28 1000 0.0025 15753186.187918456
1.194e+28 1100 0.0025 2338837.021123655
1.194e+28 1200 0.0025 150871.4387311658
1.194e+28 1300 0.0025 12927.07944873184
1.194e+28 1400 0.0025 1882.5904536487637
1.194e+28 1500 0.0025 1792.202400788534
1.194e+28 1600 0.0025 1791.7547003040395
1.194e+28 1700 0.0025 1792.2438819785975
1.194e+28 1800 0.0025 1792.3986959857384
1.194e+28 1900 0.0025 1792.3986933677875
1.194e+28 2000 0.0025 1792.3986959923195
2.388e+28 300 0.0025 1111.3135504833658
2.388e+28 400 0.0025 433.6612650837905
2.388e+28 500 0.0025 383318.00284035795
2.388e+28 600 0.0025 1280186387.4793255
2.388e+28 700 0.0025 9558774990254.35
2.388e+28 800 0.0025 9773325832.447552
2.388e+28 900 0.0025 448050653.16970223
2.388e+28 1000 0.0025 2528186437.3009825
2.388e+28 1100 0.0025 609695659.4452113
2.388e+28 1200 0.0025 1173261299.4366024
2.388e+28 1300 0.0025 46122720.12251986
2.388e+28 1400 0.0025 6364524.694491995
2.388e+28 1500 0.0025 468817.5217563003
2.388e+28 1600 0.0025 16149.738400952954
2.388e+28 1700 0.0025 1735.2872739089053
2.388e+28 1800 0.0025 1792.2533831611086
2.388e+28 1900 0.0025 1792.3918519056626
2.388e+28 2000 0.0025 1792.39831240809
3.5820000000000003e+28 300 0.0025 1437.9658098220198
3.5820000000000003e+28 400 0.0025 988.1046050810357
3.5820000000000003e+28 500 0.0025 298.5676998639698
3.5820000000000003e+28 600 0.0025 1302.1863790252066
3.5820000000000003e+28 700 0.0025 71393.07409536376
3.5820000000000003e+28 800 0.0025 53491723641.57786
3.5820000000000003e+28 900 0.0025 4117182520.544875
3.5820000000000003e+28 1000 0.0025 32550354836.58736
3.5820000000000003e+28 1100 0.0025 944903054.9411206
3.5820000000000003e+28 1200 0.0025 10364649004.07247
3.5820000000000003e+28 1300 0.0025 7041417607.310472
