# mass(g) temperature(K) clouds reduced_chi_squared
1.791e+29 1400 0.001 50
1.791e+29 1500 0.001 50
1.791e+29 1600 0.001 50
1.791e+29 1700 0.001 50
1.791e+29 1800 0.001 50
1.791e+29 1900 0.001 50
1.791e+29 2000 0.001 50
2.3880000000000004e+29 300 0.001 11.006327622517837
2.3880000000000004e+29 400 0.001 9.463936729500439
2.3880000000000004e+29 500 0.001 7.224744025300927
2.3880000000000004e+29 600 0.001 4.669585417718302
2.3880000000000004e+29 700 0.001 2.5829606797479054
2.3880000000000004e+29 800 0.001 1.8922033617013654
2.3880000000000004e+29 900 0.001 3.409282746797292
2.3880000000000004e+29 1000 0.001 7.718011589641722
2.3880000000000004e+29 1100 0.001 15.070274426462689
2.3880000000000004e+29 1200 0.001 25.046017631971658
2.3880000000000004e+29 1300 0.001 38.01150317294393
2.3880000000000004e+29 1400 0.001 53.88165158970315
2.3880000000000004e+29 1500 0.001 50
2.3880000000000004e+29 1600 0.001 50
2.3880000000000004e+29 1700 0.001 50
2.3880000000000004e+29 1800 0.001 50
2.3880000000000004e+29 1900 0.001 50
2.3880000000000004e+29 2000 0.001 50
2.9850000000000003e+29 300 0.001 11.339800924072536
2.9850000000000003e+29 400 0.001 10.128079127623861
2.9850000000000003e+29 500 0.001 8.311061802548455
2.9850000000000003e+29 600 0.001 6.079166829905283
2.9850000000000003e+29 700 0.001 3.889947031788434
2.9850000000000003e+29 800 0.001 2.29889242013962
2.9850000000000003e+29 900 0.001 1.7946516941662285
2.9850000000000003e+29 1000 0.001 2.694508160032895
2.9850000000000003e+29 1100 0.001 5.136140524480443
2.9850000000000003e+29 1200 0.001 9.102621012451683
2.9850000000000003e+29 1300 0.001 14.518553982624848
2.9850000000000003e+29 1400 0.001 20.897750893117742
2.9850000000000003e+29 1500 0.001 28.272768457528368
2.9850000000000003e+29 1600 0.001 36.51758106389631
2.9850000000000003e+29 1700 0.001 45.4636861381807
2.9850000000000003e+29 1800 0.001 55.05606874182386
2.9850000000000003e+29 1900 0.001 50
2.9850000000000003e+29 2000 0.001 50
3.582e+29 300 0.001 11.556256711175225
3.582e+29 400 0.001 10.565384591109142
3.582e+29 500 0.001 9.052088717002746
3.582e+29 600 0.001 7.122162510662261
3.582e+29 700 0.001 5.079044903668504
3.582e+29 800 0.001 3.3051368861991204
3.582e+29 900 0.001 2.1442102912192613
3.582e+29 1000 0.001 1.810462768159168
3.582e+29 1100 0.001 2.411216931574371
3.582e+29 1200 0.001 3.9291176044474305
3.582e+29 1300 0.001 6.31292020422335
3.582e+29 1400 0.001 9.43248276521103
3.582e+29 1500 0.001 13.14259720115373
3.582e+29 1600 0.001 17.213630347523804
3.582e+29 1700 0.001 21.447906125981163
3.582e+29 1800 0.001 25.932558220040264
3.582e+29 1900 0.001 30.59405824368273
3.582e+29 2000 0.001 35.38882322863762
4.1790000000000005e+29 300 0.001 11.707166861058374
4.1790000000000005e+29 400 0.001 10.87292331264348
4.1790000000000005e+29 500 0.001 9.583704610762453
4.1790000000000005e+29 600 0.001 7.901761844529963
4.1790000000000005e+29 700 0.001 6.045204893106972
4.1790000000000005e+29 800 0.001 4.299935990669049
4.1790000000000005e+29 900 0.001 2.929455310715705
4.1790000000000005e+29 1000 0.001 2.0960593736254856
4.1790000000000005e+29 1100 0.001 1.8939200693405287
4.1790000000000005e+29 1200 0.001 2.314442325180056
4.1790000000000005e+29 1300 0.001 3.326599482628509
4.1790000000000005e+29 1400 0.001 4.841912451906003
4.1790000000000005e+29 1500 0.001 6.761951442494112
4.1790000000000005e+29 1600 0.001 8.969998323988609
4.1790000000000005e+29 1700 0.001 11.384117808739674
4.1790000000000005e+29 1800 0.001 13.947714220352209
4.1790000000000005e+29 1900 0.001 16.545538769024066
4.1790000000000005e+29 2000 0.001 19.044019347535844
4.776000000000001e+29 300 0.001 11.81791594606181
4.776000000000001e+29 400 0.001 11.099953165181516
4.776000000000001e+29 500 0.001 9.981202950275836
4.776000000000001e+29 600 0.001 8.49923526765967
4.776000000000001e+29 700 0.001 6.819660915369002
4.776000000000001e+29 800 0.001 5.168031395128627
4.776000000000001e+29 900 0.001 3.757201836643305
4.776000000000001e+29 1000 0.001 2.718547489139808
4.776000000000001e+29 1100 0.001 2.1378989597530897
4.776000000000001e+29 1200 0.001 2.014274011239239
4.776000000000001e+29 1300 0.001 2.330141961990077
4.776000000000001e+29 1400 0.001 3.025012220402534
4.776000000000001e+29 1500 0.001 4.030244142675462
4.776000000000001e+29 1600 0.001 5.25690246314962
4.776000000000001e+29 1700 0.001 6.642041033549095
4.776000000000001e+29 1800 0.001 8.139065062521386
4.776000000000001e+29 1900 0.001 9.68040945648422
4.776000000000001e+29 2000 0.001 11.241189662199648
5.373e+29 300 0.001 11.902385978276556
5.373e+29 400 0.001 11.273863713980987
5.373e+29 500 0.001 10.288429068679859
5.373e+29 600 0.001 8.968677593161518
5.373e+29 700 0.001 7.445431460902069
5.373e+29 800 0.001 5.903407116294525
5.373e+29 900 0.001 4.520665025102043
5.373e+29 1000 0.001 3.407990549971122
5.373e+29 1100 0.001 2.6447216477286517
5.373e+29 1200 0.001 2.2353112070128573
5.373e+29 1300 0.001 2.170971482689269
5.373e+29 1400 0.001 2.4100906950680883
5.373e+29 1500 0.001 2.9034670905858233
5.373e+29 1600 0.001 3.5815205931719167
5.373e+29 1700 0.001 4.3947822144514275
5.373e+29 1800 0.001 5.305119120975935
5.373e+29 1900 0.001 6.261374112283721
5.373e+29 2000 0.001 7.232967641341503
5.970000000000001e+28 300 0.005 7.163959349156466
5.970000000000001e+28 400 0.005 14.515621786385852
5.970000000000001e+28 500 0.005 58.445510287072636
5.970000000000001e+28 600 0.005 216.2222916091466
5.970000000000001e+28 700 0.005 667.5496983739847
5.970000000000001e+28 800 0.005 50
5.970000000000001e+28 900 0.005 50
5.970000000000001e+28 1000 0.005 50
5.970000000000001e+28 1100 0.005 50
5.970000000000001e+28 1200 0.005 50
5.970000000000001e+28 1300 0.005 50
5.970000000000001e+28 1400 0.005 50
5.970000000000001e+28 1500 0.005 50
5.970000000000001e+28 1600 0.005 50
5.970000000000001e+28 1700 0.005 50
5.970000000000001e+28 1800 0.005 50
5.970000000000001e+28 1900 0.005 50
5.970000000000001e+28 2000 0.005 50
1.1940000000000002e+29 300 0.005 7.252167476978302
1.1940000000000002e+29 400 0.005 4.275288971163923
1.1940000000000002e+29 500 0.005 3.395425032971687
1.1940000000000002e+29 600 0.005 9.928874888613741
1.1940000000000002e+29 700 0.005 30.316000597316748
1.1940000000000002e+29 800 0.005 73.57287368889963
1.1940000000000002e+29 900 0.005 147.29830778367523
1.1940000000000002e+29 1000 0.005 50
1.1940000000000002e+29 1100 0.005 50
1.1940000000000002e+29 1200 0.005 50
1.1940000000000002e+29 1300 0.005 50
1.1940000000000002e+29 1400 0.005 50
1.1940000000000002e+29 1500 0.005 50
1.1940000000000002e+29 1600 0.005 50
1.1940000000000002e+29 1700 0.005 50
1.1940000000000002e+29 1800 0.005 50
1.1940000000000002e+29 1900 0.005 50
1.1940000000000002e+29 2000 0.005 50
1.791e+29 300 0.005 8.738173241436865
1.791e+29 400 0.005 6.073201813895166
1.791e+29 500 0.005 3.3406911906724326
1.791e+29 600 0.005 2.1758916838787874
1.791e+29 700 0.005 4.752054426333986
1.791e+29 800 0.005 13.132093571821198
1.791e+29 900 0.005 27.963058734317364
1.791e+29 1000 0.005 50.64948721702251
1.791e+29 1100 0.005 50
1.791e+29 1200 0.005 50
1.791e+29 1300 0.005 50
1.791e+29 1400 0.005 50
1.791e+29 1500 0.005 50
1.791e+29 1600 0.005 50
1.791e+29 1700 0.005 50
1.791e+29 1800 0.005 50
1.791e+29 1900 0.005 50
1.791e+29 2000 0.005 50
2.3880000000000004e+29 300 0.005 9.636587311301742
2.3880000000000004e+29 400 0.005 7.477934144183862
2.3880000000000004e+29 500 0.005 4.8878264716779976
2.3880000000000004e+29 600 0.005 2.640357139463148
2.3880000000000004e+29 700 0.005 1.8085620496316197
2.3880000000000004e+29 800 0.005 3.3895172486430303
2.3880000000000004e+29 900 0.005 7.965029474003207
2.3880000000000004e+29 1000 0.005 15.618362416183393
2.3880000000000004e+29 1100 0.005 25.699984742910242
2.3880000000000004e+29 1200 0.005 38.18400833860849
2.3880000000000004e+29 1300 0.005 52.636867735133066
2.3880000000000004e+29 1400 0.005 50
2.3880000000000004e+29 1500 0.005 50
2.3880000000000004e+29 1600 0.005 50
2.3880000000000004e+29 1700 0.005 50
2.3880000000000004e+29 1800 0.005 50
2.3880000000000004e+29 1900 0.005 50
2.3880000000000004e+29 2000 0.005 50
2.9850000000000003e+29 300 0.005 10.209180433918046
2.9850000000000003e+29 400 0.005 8.43319059680136
2.9850000000000003e+29 500 0.005 6.165743054788544
2.9850000000000003e+29 600 0.005 3.855116172765382
2.9850000000000003e+29 700 0.005 2.1640678600246597
2.9850000000000003e+29 800 0.005 1.7228757534129167
2.9850000000000003e+29 900 0.005 2.906195908654412
2.9850000000000003e+29 1000 0.005 5.7945640018753934
2.9850000000000003e+29 1100 0.005 10.18856851303113
2.9850000000000003e+29 1200 0.005 15.755787012874542
2.9850000000000003e+29 1300 0.005 21.942111901507538
2.9850000000000003e+29 1400 0.005 28.67765458313188
2.9850000000000003e+29 1500 0.005 35.81070367762589
2.9850000000000003e+29 1600 0.005 43.276539105113116
2.9850000000000003e+29 1700 0.005 51.14470704262567
2.9850000000000003e+29 1800 0.005 50
2.9850000000000003e+29 1900 0.005 50
2.9850000000000003e+29 2000 0.005 50
3.582e+29 300 0.005 10.600254762566165
3.582e+29 400 0.005 9.104704043898979
3.582e+29 500 0.005 7.130563520375795
3.582e+29 600 0.005 4.96933724102784
3.582e+29 700 0.005 3.0828066727959675
3.582e+29 800 0.005 1.9264735796839958
3.582e+29 900 0.005 1.7855201791672797
3.582e+29 1000 0.005 2.728818626257446
3.582e+29 1100 0.005 4.6469370970224855
3.582e+29 1200 0.005 7.312851289860784
3.582e+29 1300 0.005 10.532817701832373
3.582e+29 1400 0.005 14.048943167741797
3.582e+29 1500 0.005 17.73467499618863
3.582e+29 1600 0.005 21.319172151023366
3.582e+29 1700 0.005 24.996323183542177
3.582e+29 1800 0.005 28.8158825928249
3.582e+29 1900 0.005 32.80411646415148
3.582e+29 2000 0.005 37.00413133010342
4.1790000000000005e+29 300 0.005 10.882338911308187
4.1790000000000005e+29 400 0.005 9.59696714711199
4.1790000000000005e+29 500 0.005 7.864377065519743
4.1790000000000005e+29 600 0.005 5.888875979097979
4.1790000000000005e+29 700 0.005 4.016916587417419
4.1790000000000005e+29 800 0.005 2.60345492195886
4.1790000000000005e+29 900 0.005 1.8829027310313573
4.1790000000000005e+29 1000 0.005 1.922491297944866
4.1790000000000005e+29 1100 0.005 2.6671577808745686
4.1790000000000005e+29 1200 0.005 3.959143494994521
4.1790000000000005e+29 1300 0.005 5.6586539210044
4.1790000000000005e+29 1400 0.005 7.576042146929641
4.1790000000000005e+29 1500 0.005 9.613687946021939
4.1790000000000005e+29 1600 0.005 11.681078376854082
4.1790000000000005e+29 1700 0.005 13.779051404429634
4.1790000000000005e+29 1800 0.005 15.934666303773133
4.1790000000000005e+29 1900 0.005 18.070138906776112
4.1790000000000005e+29 2000 0.005 20.186277605426266
4.776000000000001e+29 300 0.005 11.094529486030039
4.776000000000001e+29 400 0.005 9.971105061102321
4.776000000000001e+29 500 0.005 8.43476146897762
4.776000000000001e+29 600 0.005 6.636372486564296
4.776000000000001e+29 700 0.005 4.8490705713278315
4.776000000000001e+29 800 0.005 3.362810783825001
4.776000000000001e+29 900 0.005 2.3782921054987782
4.776000000000001e+29 1000 0.005 1.9619468240216649
4.776000000000001e+29 1100 0.005 2.0917900558389544
4.776000000000001e+29 1200 0.005 2.6555879387105854
4.776000000000001e+29 1300 0.005 3.54930671614071
4.776000000000001e+29 1400 0.005 4.630004077131826
4.776000000000001e+29 1500 0.005 5.817216347166473
4.776000000000001e+29 1600 0.005 7.032162004757603
4.776000000000001e+29 1700 0.005 8.263111464823478
4.776000000000001e+29 1800 0.005 9.521909312111193
4.776000000000001e+29 1900 0.005 10.788127134786418
4.776000000000001e+29 2000 0.005 12.087112105979177
5.373e+29 300 0.005 11.259467249929925
5.373e+29 400 0.005 10.264021025143292
5.373e+29 500 0.005 8.888125233693374
5.373e+29 600 0.005 7.247557873238312
5.373e+29 700 0.005 5.565391162175132
5.373e+29 800 0.005 4.086169597442798
5.373e+29 900 0.005 2.9860357762119345
5.373e+29 1000 0.005 2.330059648765038
5.373e+29 1100 0.005 2.116860403678551
5.373e+29 1200 0.005 2.264987617512107
5.373e+29 1300 0.005 2.6948059858546816
5.373e+29 1400 0.005 3.2960415964479113
5.373e+29 1500 0.005 4.001138453222837
5.373e+29 1600 0.005 4.741446784705429
5.373e+29 1700 0.005 5.499378583788536
5.373e+29 1800 0.005 6.278431436860069
5.373e+29 1900 0.005 7.061937447713001
5.373e+29 2000 0.005 7.859136167314654
5.970000000000001e+28 300 0.0025 6.219105024482033
5.970000000000001e+28 400 0.0025 9.263516370264433
5.970000000000001e+28 500 0.0025 42.01700093337564
5.970000000000001e+28 600 0.0025 175.65779674386184
5.970000000000001e+28 700 0.0025 584.8940141263689
5.970000000000001e+28 800 0.0025 50
5.970000000000001e+28 900 0.0025 50
5.970000000000001e+28 1000 0.0025 50
5.970000000000001e+28 1100 0.0025 50
5.970000000000001e+28 1200 0.0025 50
5.970000000000001e+28 1300 0.0025 50
5.970000000000001e+28 1400 0.0025 50
5.970000000000001e+28 1500 0.0025 50
5.970000000000001e+28 1600 0.0025 50
5.970000000000001e+28 1700 0.0025 50
5.970000000000001e+28 1800 0.0025 50
5.970000000000001e+28 1900 0.0025 50
5.970000000000001e+28 2000 0.0025 50
1.1940000000000002e+29 300 0.0025 8.100461917607026
1.1940000000000002e+29 400 0.0025 4.994632956683004
1.1940000000000002e+29 500 0.0025 2.922350865146619
1.1940000000000002e+29 600 0.0025 6.5028632924432
1.1940000000000002e+29 700 0.0025 22.498325299443003
1.1940000000000002e+29 800 0.0025 58.96954458927438
1.1940000000000002e+29 900 0.0025 125.55171074697867
1.1940000000000002e+29 1000 0.0025 50
1.1940000000000002e+29 1100 0.0025 50
1.1940000000000002e+29 1200 0.0025 50
1.1940000000000002e+29 1300 0.0025 50
1.1940000000000002e+29 1400 0.0025 50
1.1940000000000002e+29 1500 0.0025 50
1.1940000000000002e+29 1600 0.0025 50
1.1940000000000002e+29 1700 0.0025 50
1.1940000000000002e+29 1800 0.0025 50
1.1940000000000002e+29 1900 0.0025 50
1.1940000000000002e+29 2000 0.0025 50
1.791e+29 300 0.0025 9.512917203984017
1.791e+29 400 0.0025 7.069956486446803
1.791e+29 500 0.0025 4.192992955809342
1.791e+29 600 0.0025 2.2286255755723072
1.791e+29 700 0.0025 3.225854350643213
1.791e+29 800 0.0025 9.33894205011775
1.791e+29 900 0.0025 21.894626052275413
1.791e+29 1000 0.0025 41.98786491326939
1.791e+29 1100 0.0025 70.42168769487412
1.791e+29 1200 0.0025 50
1.791e+29 1300 0.0025 50
1.791e+29 1400 0.0025 50
1.791e+29 1500 0.0025 50
1.791e+29 1600 0.0025 50
1.791e+29 1700 0.0025 50
1.791e+29 1800 0.0025 50
1.791e+29 1900 0.0025 50
1.791e+29 2000 0.0025 50
2.3880000000000004e+29 300 0.0025 10.280997452924447
2.3880000000000004e+29 400 0.0025 8.384235638193534
2.3880000000000004e+29 500 0.0025 5.88796141545515
2.3880000000000004e+29 600 0.0025 3.398386131742177
2.3880000000000004e+29 700 0.0025 1.9036795523596053
2.3880000000000004e+29 800 0.0025 2.4246711145581137
2.3880000000000004e+29 900 0.0025 5.696734161982762
2.3880000000000004e+29 1000 0.0025 12.101378061539586
2.3880000000000004e+29 1100 0.0025 21.257841079843043
2.3880000000000004e+29 1200 0.0025 33.07340299503052
2.3880000000000004e+29 1300 0.0025 47.387770111193916
2.3880000000000004e+29 1400 0.0025 63.856551730033004
2.3880000000000004e+29 1500 0.0025 50
2.3880000000000004e+29 1600 0.0025 50
2.3880000000000004e+29 1700 0.0025 50
2.3880000000000004e+29 1800 0.0025 50
2.3880000000000004e+29 1900 0.0025 50
2.3880000000000004e+29 2000 0.0025 50
2.9850000000000003e+29 300 0.0025 10.74990837375396
2.9850000000000003e+29 400 0.0025 9.223625215280853
2.9850000000000003e+29 500 0.0025 7.11826169797117
2.9850000000000003e+29 600 0.0025 4.768164817278472
2.9850000000000003e+29 700 0.0025 2.7705463047616554
2.9850000000000003e+29 800 0.0025 1.7568308182167385
2.9850000000000003e+29 900 0.0025 2.1852716015426368
2.9850000000000003e+29 1000 0.0025 4.263236293976924
2.9850000000000003e+29 1100 0.0025 7.952662042387867
2.9850000000000003e+29 1200 0.0025 13.04979720822458
2.9850000000000003e+29 1300 0.0025 19.17264949672605
2.9850000000000003e+29 1400 0.0025 26.01586691201505
2.9850000000000003e+29 1500 0.0025 33.49274067414696
2.9850000000000003e+29 1600 0.0025 41.442945390000645
2.9850000000000003e+29 1700 0.0025 49.80709411828217
2.9850000000000003e+29 1800 0.0025 58.658240511123076
2.9850000000000003e+29 1900 0.0025 50
2.9850000000000003e+29 2000 0.0025 50
3.582e+29 300 0.0025 11.062458855988083
3.582e+29 400 0.0025 9.795099180021307
3.582e+29 500 0.0025 8.00082490517222
3.582e+29 600 0.0025 5.88678057390891
3.582e+29 700 0.0025 3.8612183053776894
3.582e+29 800 0.0025 2.37096606047257
3.582e+29 900 0.0025 1.7507968211809348
3.582e+29 1000 0.0025 2.149209119525776
3.582e+29 1100 0.0025 3.5633158400725935
3.582e+29 1200 0.0025 5.855866671644447
3.582e+29 1300 0.0025 8.880583092566171
3.582e+29 1400 0.0025 12.407469885432754
3.582e+29 1500 0.0025 16.271237509119747
3.582e+29 1600 0.0025 20.152845333021915
3.582e+29 1700 0.0025 24.117638538855886
3.582e+29 1800 0.0025 28.208579448456533
3.582e+29 1900 0.0025 32.42029271886656
3.582e+29 2000 0.0025 36.7774331144289
4.1790000000000005e+29 300 0.0025 11.284306006931613
4.1790000000000005e+29 400 0.0025 10.205739450632882
4.1790000000000005e+29 500 0.0025 8.653168569656986
4.1790000000000005e+29 600 0.0025 6.7648618163268255
4.1790000000000005e+29 700 0.0025 4.8420759985752895
4.1790000000000005e+29 800 0.0025 3.226648857038772
4.1790000000000005e+29 900 0.0025 2.183937626809372
4.1790000000000005e+29 1000 0.0025 1.8345331924000743
4.1790000000000005e+29 1100 0.0025 2.1984056083205576
4.1790000000000005e+29 1200 0.0025 3.1843359482827096
4.1790000000000005e+29 1300 0.0025 4.691781860888706
4.1790000000000005e+29 1400 0.0025 6.558650279602786
4.1790000000000005e+29 1500 0.0025 8.6633339734777
4.1790000000000005e+29 1600 0.0025 10.88190379947208
