#wave spectrum spectrum_w_rand error_w_floor
2.8705440656200856 0.004225350157977537 0.004171550983777625 0.00013141062786344794
2.871219918514831 0.004225350157977508 0.0041573518711497 0.00013076665543424994
2.871895763808353 0.00422535015797753 0.004128992285958145 0.00013056205658922533
2.8725715630920616 0.004225350157977519 0.004247814889220037 0.00013035842433644862
2.87324736237577 0.004225350157977517 0.004333661922162445 0.00013015574659164307
2.8739231616594787 0.0042253501579775175 0.004158545877058864 0.00012995401115106076
2.874598972880794 0.004225350157977483 0.0041010975511179566 0.0001297532041298223
2.87527481269201 0.0042253501579775565 0.004157131954823702 0.00012955331722894287
2.875950652503226 0.004225350157977525 0.004355353585510558 0.00012935435604069986
2.876626492314442 0.004225350157977519 0.0042644791589808795 0.00012915630441352708
2.8773023092070065 0.004225350157977556 0.004074273048289248 0.00012895916515255536
2.8779780977695286 0.004225350157977545 0.004141543048740606 0.00012876293451741117
2.8786538863320503 0.004225350157977568 0.004272695235801317 0.00012856759623557218
2.879329674894572 0.004225350157977496 0.004063852746065928 0.00012837314400070973
2.880005450594114 0.004225350157977544 0.004454849356126876 0.00012817954308103543
2.880681217715283 0.004225350157977579 0.004051592937337659 0.00012798170738757543
2.881356984836452 0.004225350157977536 0.004191565697484681 0.00012777846757834702
2.8820327519576208 0.004225350157977578 0.0042994734309503655 0.00012757615092145455
2.882708502945143 0.004225350157977583 0.004039547257445642 0.00012737479833540606
2.8833842486263195 0.004225350157977543 0.004326473969550713 0.00012717439670179454
2.884059994307496 0.004225350157977568 0.004280154879781173 0.00012697493778272988
2.884735739988672 0.004225350157977601 0.00409213863428043 0.00012677640965738502
2.885411437168953 0.004225350157977471 0.004334116581115273 0.00012657882793363264
2.8860871292561 0.0042253501579776025 0.0042439923282941465 0.0001263821717954898
2.886762821343247 0.004225350157977586 0.004446746760279759 0.00012618642534638772
2.887438515745513 0.004225350157977557 0.004347892809567611 0.000125991584689757
2.8881142483571396 0.004225350157977585 0.004482896093126649 0.00012579763137240916
2.8887899809687663 0.004225350157977509 0.0041420838224262594 0.0001256045742380075
2.8894657135803925 0.004225350157977561 0.004280640554815864 0.00012541239957211732
2.8901414354738035 0.004225350157977561 0.004251691137051809 0.00012522110938849974
2.8908171168431647 0.004225350157977522 0.004314196613513264 0.00012503070010588677
2.891492798212526 0.004225350157977535 0.004295172685054946 0.00012484116088662994
2.892168479581887 0.004225350157977476 0.004021566886274758 0.000124652480885097
2.89284415320765 0.004225350157977591 0.004218935715416697 0.00012446465450412746
2.8935198131424595 0.004225350157977487 0.004223474228078859 0.0001242776751638624
2.894195473077269 0.004225350157977598 0.00447888059452991 0.00012409153692765338
2.8948711330120784 0.004225350157977582 0.003997515959498525 0.0001239061795745921
2.8955467819464173 0.004225350157977501 0.004099271722524621 0.0001237129636870625
2.8962224204480354 0.004225350157977545 0.004130545934718749 0.0001235202844092077
2.896898058949653 0.004225350157977493 0.004172614115501428 0.0001233284967947512
2.897573697451271 0.00422535015797749 0.004344871057077711 0.00012313760436053544
2.8982493003188003 0.0042253501579775305 0.004224672019445644 0.0001229476025762502
